Stock,กองทุนทดแทนความเสียหายในระบบการชำระราคาและส่งมอบหลักทรัพย์,กิจการที่เกี่ยวข้องกัน,ค่าความนิยม,ค่าความนิยม - สุทธิ,ค่าลิขสิทธิ์ซอฟแวร์,ค่าใช้จ่ายจ่ายล่วงหน้า,ค่าใช้จ่ายรอตัดบัญชี,งานระหว่างทำ,จากการให้เช่าและบริการ,จากเงินปันผลและดอกเบี้ย,ดอกเบี้ยค้างรับ,ตราสารหนี้ที่จะถือจนครบกำหนด,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนโครงการพัฒนาอสังหาริมทรัพย์,ทรัพย์สินรอการขาย - สุทธิ,ที่ดิน อาคาร และอุปกรณ์,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,ที่ดิน อาคาร และอุปกรณ์ตามสัญญาเช่าการเงิน,บริษัทย่อย,บริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกัน,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ภาระของลูกค้าจากการรับรอง,ภาษีซื้อที่ยังไม่ถึงกำหนด,ภาษีมูลค่าเพิ่มค้างรับ,ภาษีมูลค่าเพิ่มรอเรียกคืน,ภาษีเงินได้ระหว่างการขอคืน,ภาษีเงินได้หัก ณ ที่จ่าย,มูลค่างานที่เสร็จยังไม่ได้เรียกเก็บ,รวมสินทรัพย์,รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายได้ค้างรับ,รายได้จากการลงทุนค้างรับ,ลูกหนี้,ลูกหนี้การค้าและลูกหนี้อื่น,ลูกหนี้จากการขายเงินลงทุน,ลูกหนี้จากผลตอบแทนในสิทธิการเช่าอสังหาริมทรัพย์,ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,ลูกหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะยาวอื่นที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะสั้นอื่น - สุทธิ,ลูกหนี้สำนักหักบัญชี,ลูกหนี้อื่น - สุทธิ,วัตถุดิบ อะไหล่และวัสดุสิ้นเปลือง,สิทธิการเช่า - สุทธิ,สิทธิในการเรียกคืนหลักทรัพย์ / ภาระของลูกค้าจากการประกอบธุรกิจอื่น,สิทธิในสัมปทาน,สินค้าคงเหลือ,สินค้าระหว่างทาง,สินค้าสำเร็จรูป,สินทรัพย์,สินทรัพย์จากการประกันภัยต่อสุทธิ,สินทรัพย์ชีวภาพ,สินทรัพย์ชีวภาพ - สุทธิ,สินทรัพย์ตราสารอนุพันธ์,สินทรัพย์ตราสารอนุพันธ์หมุนเวียน,สินทรัพย์ตราสารอนุพันธ์ไม่หมุนเวียน,สินทรัพย์ทางการเงิน,สินทรัพย์ทางการเงินหมุนเวียนอื่น,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,สินทรัพย์ภายใต้สัญญาสัมปทาน,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,สินทรัพย์ลงทุน,สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น - อื่น ๆ,สินทรัพย์อื่น - สุทธิ,สินทรัพย์อื่น - อื่น ๆ,สินทรัพย์ไม่มีตัวตน - สุทธิ,สินทรัพย์ไม่มีตัวตนอื่น,สินทรัพย์ไม่หมุนเวียน - อื่น ๆ,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,สินทรัพย์ไม่หมุนเวียนอื่น,ส่วนที่เพิ่มขึ้นจากการตีราคาที่ดิน อาคาร และอุปกรณ์,ส่วนที่เพิ่มขึ้นจากการตีสินทรัพย์ไม่มีตัวตน,ส่วนปรับปรุงที่ดิน อาคาร และอุปกรณ์,หลักทรัพย์ซื้อโดยมีสัญญาขายคืน,หัก ค่าตัดจำหน่ายสะสมสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าของเงินลงทุน,หัก ค่าเผื่อการด้อยค่าค่าความนิยม,หัก ค่าเผื่อการด้อยค่าที่ดิน อาคาร และอุปกรณ์,หัก ค่าเผื่อการด้อยค่าสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าอสังหาริมทรัพย์เพื่อการลงทุน,หัก ค่าเผื่อการปรับมูลค่าจากการปรับโครงสร้างหนี้,หัก ค่าเผื่อการลดมูลค่าของสินค้าคงเหลือ,หัก ค่าเผื่อหนี้สงสัยจะสูญ,หัก ค่าเสื่อมราคาสะสมที่ดิน อาคาร และอุปกรณ์,หัก ค่าเสื่อมราคาสะสมอสังหาริทรัพย์เพื่อการลงทุน,หัก รายได้รอตัดบัญชี,อสังหาริมทรัพย์รอการขาย,อสังหาริมทรัพย์เพื่อการลงทุน,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,อื่น ๆ,เครื่องหมายการค้า,เงินค้างรับเกี่ยวกับการประกันภัยต่อ,เงินจ่ายล่วงหน้า,เงินทดรองจ่ายและเงินให้กู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างรับ,เงินฝากระยะยาวในสถาบันการเงิน,เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้,เงินมัดจำ,เงินลงทุน - สุทธิ,เงินลงทุน - อื่น ๆ,เงินลงทุนซึ่งบันทึกโดยวิธีราคาทุน,เงินลงทุนที่จะถือจนครบกำหนด,เงินลงทุนระยะยาว,เงินลงทุนระยะสั้น,เงินลงทุนระยะสั้นที่มีภาระผูกพัน,เงินลงทุนอื่น,เงินลงทุนเผื่อขาย,เงินลงทุนเพื่อค้า,เงินลงทุนแสดงตามมูลค่ายุติธรรม,เงินลงทุนในบริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกันซึ่งบันทึกโดยวิธีส่วนได้เสีย,เงินลงทุนในหลักทรัพย์,เงินลงทุนในอสังหาริมทรัพย์,เงินวางไว้จากการประกันภัยต่อ,เงินสดและรายการเทียบเท่าเงินสด,เงินให้กู้ยืมระยะยาว - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมระยะยาวที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมแก่พนักงาน,เงินให้กู้ยืมและลูกหนี้,เงินให้สินเชื่อ ลูกหนี้ และดอกเบี้ยค้างรับ - สุทธิ,เงินให้สินเชื่อแก่สถาบันการเงิน,เบี้ยประกันภัยค้างรับสุทธิ,โดยมีกรมธรรม์ประกันภัยเป็นประกัน,โดยมีทรัพย์สินจำนองเป็นประกัน,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย
HPF,,,,,,0.41,,,6.11,0.01,,,,,,,,,,,,,,,,,,,,,"4,727.75",,,,,,6.11,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,628.53",,,,,,,,,,"4,628.53",,,,,88.12,,,,,,,,,,,
HREIT,,,,,,0.75,2.91,,,,,,,,,,,,,,,,,,,,,,,,"8,433.60",,,,2.91,,23.41,,,,,,,,,23.41,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,240.31",,,,,,,,,,"7,240.31",,,,,"1,160.02",,,,,,,,,,,
IMPACT,,,,,,4.71,,,113.09,0.09,,,,,,,,,,,,,,,,,,,,,"20,549.95",,,,,,113.18,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,221.10",,,,,,,,,,"20,221.10",,602.10,"19,619.00",,204.59,,,,,,,,,,,
KPNPF,,,,,,,,,7.30,,,,,,,,,,,,,,,,,,,,,,"1,948.70",,,,,,7.30,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,856.86",,,,,,,,,,"1,856.86",,24.86,"1,832.00",,83.60,,,,,,,,,,,
LHHOTEL,,,,,,2.62,58.68,,191.27,0.00,,,,,,,,,,,,,,,,,,,,,"8,250.97",,,,,,191.27,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,995.44",,,,,,,,,,"7,995.44",,84.44,"7,911.00",,0.11,,,,,,,,,,,
LHPF,,,,,,,,,5.63,0.60,,,,,,,,,,,,,,,,,,,,,"3,620.33",,,,,,6.23,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,577.41",,,,,,,,,,"3,577.41",,142.41,"3,435.00",,25.46,,,,,,,,,,,
LHSC,,,,,,6.25,21.33,,55.58,2.90,,,,,,,,,,,,,,,,,,,,,"7,129.04",,,,,,58.53,,,,,,,,,0.05,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,945.83",,,,,,,,,,"6,945.83",,518.24,"6,427.59",,89.29,,,,,,,,,,,
LUXF,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,"2,308.26",,,,1.10,,0.02,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,186.00",,,,,,,,,,"2,186.00",,,,,121.06,,,,,,,,,,,
M-II,,,,,,7.80,,,,0.01,,,,,,,,,,,,,,,,,,,,,"1,662.91",,,,2.81,,0.01,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,"1,609.07",,,,,,,,,,"1,609.07",,58.67,"1,550.40",,29.15,,,,,,,,,,,
M-PAT,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,"1,157.07",,,,4.92,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,143.24",,,,,,,,,,"1,143.24",,,,,8.83,,,,,,,,,,,
M-STOR,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,715.43,,,,4.34,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.62,,,,,,,,,,700.62,,34.62,666.00,,10.25,,,,,,,,,,,
MIPF,,,,,,0.88,,,,0.36,,,,,,,,,,,,,,,,,,,,,"2,605.56",,,,8.34,,0.36,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,,"2,561.81",,,,,,,,,,"2,561.81",,297.81,"2,264.00",,26.21,,,,,,,,,,,
MIT,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,"1,254.17",,,,,,0.84,,,,,,,,,0.84,,,,,,,,(หน่วย: ล้านบาท),,,,0.26,,,0.26,,,,,,,,47.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16,,"1,088.74",,,,,,,,,,"1,088.74",,16.96,"1,071.78",,57.61,,,,,,,,,,,
MJLF,,,,,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,"4,073.05",,,,,,5.68,,,,,,,,,0.20,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,840.78",,,,,,,,,,"3,840.78",,,,,225.40,,,,,,,,,,,
MNIT,,,,,,0.91,,,,0.00,,,,,,,,,,,,,,,,,,,,,722.35,,,,0.61,,0.00,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.89,,,,,,,,,,713.89,,,,,6.04,,,,,,,,,,,
MNIT2,,,,,,1.42,1.96,,0.17,0.00,,,,,,,,,,,,,,,,,,,,,"1,023.93",,,,,,0.17,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,003.32",,,,,,,,,,"1,003.32",,,,,15.86,,,,,,,,,,,
MNRF,,,,,,1.05,0.87,,,0.00,,,,,,,,,,,,,,,,,,,,,"1,114.21",,,,0.55,,0.00,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,077.12",,,,,,,,,,"1,077.12",,,,,32.84,,,,,,,,,,,
MONTRI,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,596.81,,,,1.57,,11.78,,,,,,,,,11.78,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.00,,,,,,,,,,555.00,,,555.00,,28.18,,,,,,,,,,,
POPF,,,,,,,15.16,,37.42,0.03,,,,,,,,,,,,,,,,,,,,,"6,162.95",,,,,,37.44,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,961.17",,,,,,,,,,"5,961.17",,348.17,"5,613.00",,140.97,,,,,,,,,,,
PPF,,,,,,,,,1.97,0.00,,,,,,,,,,,,,,,,,,,,,"2,466.77",,,,,,1.97,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,421.76",,,,,,,,,,"2,421.76",,64.46,"2,357.30",,41.90,,,,,,,,,,,
QHHR,,,,,,,,,68.28,,,,,,,,,,,,,,,,,,,,,,"4,213.55",,,,,,68.28,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,143.83",,,,,,,,,,"4,143.83",,44.83,"4,099.00",,0.51,,,,,,,,,,,
QHOP,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,"1,516.13",,,,,,0.02,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,511.64",,,,,,,,,,"1,511.64",,,,,4.38,,,,,,,,,,,
QHPF,,,,,,,,,22.24,7.09,,,,,,,,,,,,,,,,,,,,,"9,456.89",,,,,,29.33,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,329.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,056.76",,,,,,,,,,"9,056.76",,"1,028.76","8,028.00",,41.00,,,,,,,,,,,
SBPF,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,701.81,,,,0.00,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.60,,,,,,,,,,646.60,,,646.60,,54.94,,,,,,,,,,,
SHREIT,,,,,,,130.42,,6.95,,,,,,,,,,,,,,,,,,,,,,"5,382.06",,,,,,12.94,,,,,,,,,5.99,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,331.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.60,,"4,512.06",,,,,,,,,,"4,512.06",,,"4,512.06",,313.66,,,,,,,,,,,
SIRIP,,,,,,,,,2.04,0.01,,,,,,,,,,,,,,,,,,,,,"2,079.07",,,,,,2.05,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,049.03",,,,,,,,,,"2,049.03",,52.48,"1,996.55",,27.53,,,,,,,,,,,
SPF,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,"12,013.50",,,,,,178.80,,,178.80,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46,,"11,824.06","11,521.00",,,,,,,,,"11,824.06",,303.06,,,,,,,,,,,,,,
SRIPANWA,,,,,,,14.34,,,,,,,,,,,,,,,,,,,,,,,,"3,671.12",,,,,,144.37,,,,,,,,,144.37,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,482.00",,,,,,,,,,"3,482.00",,,"3,482.00",,30.40,,,,,,,,,,,
SSPF,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,"1,907.27",,,,29.40,,0.03,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,,"1,796.99",,,,,,,,,,"1,796.99",,9.99,"1,787.00",,76.98,,,,,,,,,,,
SSTPF,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,678.44,,,,32.57,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.50,,,,,,,,,,628.50,,,628.50,,17.31,,,,,,,,,,,
SSTRT,,,,,,,15.00,,29.21,0.00,,,,,,,,,,,,,,,,,,,,,911.45,,,,,,61.86,,,,,,,,,32.65,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.01,,,,,,,,,,822.01,,,822.01,,12.01,,,,,,,,,,,
TIF1,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,987.90,,,,,,1.96,,,,,,,,,0.08,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.04,,,,,,,,,,973.04,,51.92,921.12,,11.88,,,,,,,,,,,
TLGF,,,,,,,14.57,,462.47,,,,,,,,,,,,,,,,,,,,,,"31,327.04",,,,,,462.47,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,228.39",,,,,,,,,,"30,228.39",,,,,617.11,,,,,,,,,,,
TLHPF,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,"1,918.62",,,,32.35,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.01,,"1,791.89",,,,,,,,,,"1,791.89",,65.89,"1,726.00",,3.15,,,,,,,,,,,
TNPF,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,955.52,,,,,,0.01,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.00,,,,,,,,,,948.00,,,,,7.15,,,,,,,,,,,
TPRIME,,,,,,,144.79,,15.69,0.03,,,,,,,,,,,,,,,,,,,,,"8,356.77",,,,,,15.82,,,,,,,,,0.10,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,110.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,596.40",,,,,,,,,,"7,596.40",,,,,489.20,,,,,,,,,,,
TREIT,,,,,,,95.25,,68.05,0.38,,,,,,,,,,,,,,,,,,,,,"31,961.30",,,,,,87.67,,,,,,,,,19.24,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,592.41",,,,,,,,,,"30,592.41",,141.81,"30,450.60",,"1,168.44",,,,,,,,,,,
TTLPF,,,,,,5.35,,,11.92,,,,,,,,,,,,,,,,,,,,,,"2,214.74",,,,,,11.92,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,106.77",,,,,,,,,,"2,106.77",,,,,90.56,,,,,,,,,,,
TU-PF,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,762.00,,,,1.08,,46.27,,,,,,,,,46.27,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.99,,,,,,,,,,685.99,,19.99,666.00,,28.16,,,,,,,,,,,
URBNPF,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,390.45,,,,,,5.08,,,5.08,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.99,373.00,,,,,,,,,383.99,,10.99,,,1.32,,,,,,,,,,,
WHABT,,,,,,,36.52,,,,,,,,,,,,,,,,,,,,,,,,"2,581.28",,,,5.07,,16.75,,,,,,,,,16.75,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,39.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400.32",,,,,,,,,,"2,400.32",,,,,83.61,,,,,,,,,,,
WHART,,,,,,,356.94,,,,,,,,,,,,,,,,,,,,,,,,"27,814.46",,,,236.64,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,138.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,295.46",,,,,,,,,,"26,295.46",,,,,787.13,,,,,,,,,,,
BJCHI,,,,,,,,,,,,,,,,,,"1,054.17",,,,,6.11,,,,93.89,,,930.23,"4,230.83","3,133.18","1,097.65",,,,,40.43,,,,,,6.11,,,,,,,796.62,,,(หน่วย: ล้านบาท),,,,,,,,,,,5.26,,114.81,6.86,,,16.70,,,,5.26,,,,,,,,,,,,,,,,,,,,,,,14.06,,,,,16.26,,,,,,,0.53,,,,,,,,,,"1,244.46",,,,,,,,,,,
CK,,,,,,,,"3,375.69",,,,,,,,,"8,317.54","8,317.54",,,,"12,190.52",,,,,,,,"4,594.88","79,274.46","28,395.52","50,878.94",,,,,"5,461.86",,,,,,,,,,,,,"3,375.69",,,(หน่วย: ล้านบาท),,,,,,,,,,,124.38,,"5,996.39","1,424.14",,,47.47,,123.93,,123.93,,,,,,,,,,,,,,,,,,530.99,530.99,,,,"4,572.25",69.25,,,,15.22,,,,"9,721.81",,"9,721.81","2,208.35",,,,,,"19,807.07",,,,"6,689.09","12,190.52",,,,,,,,,,
CNT,,,,,,,,,,,,,,,,,"1,352.09","1,352.09",,,,,,,,,,,635.54,947.91,"5,812.83","4,204.68","1,608.15",,,,,"2,145.51",,,,,,,,,,,,,122.64,,,(หน่วย: ล้านบาท),,,,,,,,,,,123.29,,865.54,9.88,,,18.43,,,,,,,,,,,,,,,,,,,,,,77.34,77.34,,,,220.12,,,,,36.01,,,,1.00,,1.00,,,,,,,,,,,123.08,,,,,,,,,,,
EMC,,,,,,,,106.14,,,,,,,997.38,,,947.07,,,,2.56,,,,,,,,121.30,"2,915.62","1,471.56","1,444.06",,,,,106.04,,,,,,,,,,145.72,,,"1,103.51",,,(หน่วย: ล้านบาท),,,,,,,,,,,,,104.90,9.68,,,4.54,,51.50,,51.50,,,,,,,,,,,,,,,,,,125.54,125.54,,,,12.71,2.56,82.51,,,168.98,,,,,,,3.76,,,,,,0.71,,,,29.48,,,,,,,,,,,
ITD,,,942.11,942.11,,,,,,,,,,,,,,"19,646.86",,,,260.69,,,,,"1,732.53",,"1,021.47","20,854.77","87,829.38","47,281.37","40,548.00",,,,,"10,758.46",,,,,,,,,,"7,651.76",,"2,293.49","3,963.36",,,(หน่วย: ล้านบาท),,,,,,,,,,,285.57,,"7,381.03","1,106.08",,,"2,293.49",,"1,362.66",165.72,"1,453.06",,,,,,,,,,,,,,,,,,,"6,653.86",,,,90.41,260.69,"2,909.44",,,,,,,861.14,,,17.65,445.63,,,,,760.16,,,,"3,434.05",,,,,,,,,,,
NWR,,,,,,,,,,,,,,,"1,745.79",,"2,718.48","2,718.48",,,250.70,,15.13,,,,,,,"2,627.81","12,251.44","8,222.40","4,029.04",,,,,"1,182.57",,,,,,,,,,7.33,,,"2,350.50",,604.72,(หน่วย: ล้านบาท),,,,,,,,,,,55.71,,"1,442.50",672.40,,,,,430.38,,430.38,,,,,,,,,,,,,,,,,,184.09,184.09,,,,,15.13,770.09,,,371.35,,,,261.70,,11.00,5.10,,,,,,,,,,598.78,,,,,,,,,,,
PAE,,,,,,,,,,,,,,,,,341.14,341.14,,,,,31.67,,,,,,,65.93,703.14,210.80,492.35,,,,,77.95,,,,31.67,1.03,,,,,4.16,,,9.82,,,(หน่วย: ล้านบาท),,,,,,,,,,,11.11,,8.45,7.18,,,4.10,,48.72,,48.72,,,,,,,,,,,,,,,,,,38.59,38.59,,,,,,1.27,,,12.87,,,,,,,,,,,,,,,,,47.62,,,,,,,,,,,
PLE,,,,,,,,155.54,,,,,,,,,156.86,156.86,,,,,531.26,,,,,,,"2,827.15","9,036.05","7,562.53","1,473.52",,,,,531.26,,,,,,,,,,,,,155.54,,,(หน่วย: ล้านบาท),,,,,,,,,,,154.67,,"1,418.54",229.13,,,6.78,6.78,20.17,,20.17,,,,,,,,,,,,,,,,,,105.75,105.75,,,,331.52,,857.90,,,"1,029.02",,,,0.16,,0.16,621.24,,,,,,0.10,,,,"2,008.80",,,,,,,,,,,
PREB,,,,,20.01,,,,,,,,,,197.72,,695.53,299.77,,,,114.35,162.83,,,,,,,162.83,"4,325.77","3,646.46",679.30,,,,,510.60,,,,,,,,,78.29,,,,298.73,,23.90,(หน่วย: ล้านบาท),,,,,,,,,,,86.55,,541.81,,,,5.75,,27.52,,27.52,,,5.24,,14.25,,,,,,,1.19,18.36,401.00,,,,,,,,,,114.35,526.92,,,163.62,14.89,,,1.10,,1.10,,,,,"1,569.04",,94.98,,,,449.10,,,,,,,,,,,
PYLON,,,,,1.30,,,,,,,,,,,,,455.51,,,,,,,,,,26.90,,58.02,923.60,429.41,494.19,,,,,97.05,,,,,,,,,,,,,45.68,,,(หน่วย: ล้านบาท),,,,,,,,,,,3.30,,114.90,15.26,,,1.30,,4.06,,30.97,,,,,,,,,,,,,,,,,,,,,,,65.30,,34.34,,,1.32,,,,1.80,,1.80,2.93,,,,,,,,,,110.84,,,,,,,,,,,
