Stock,กำไร (ขาดทุน) จากการทำสัญญาป้องกันความเสี่ยง,กำไร (ขาดทุน) ที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงสัดส่วนการลงทุน,กำไร (ขาดทุน) สะสม,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,กำไรสะสม - จัดสรรแล้ว,ค่าตอบแทนค้างจ่ายผู้ให้สัมปทานสิทธิ,ค่าเบี้ยประกันรับล่วงหน้า,ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายเกี่ยวกับพนักงานค้างจ่าย,จำนวนหุ้นทุนซื้อคืน (หน่วย : หุ้น),ดอกเบี้ยค้างจ่าย,ตราสารหนี้,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนค่าก่อสร้างที่ยังไม่เรียกเก็บ,ทุนจดทะเบียน,ทุนที่ออกและชำระเต็มมูลค่าแล้ว,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,บัญชีปรับสมดุล,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ประมาณการหนี้สิน,ประมาณการหนี้สินระยะยาว,ประมาณการหนี้สินระยะสั้น,ผลต่างจากการแปลงค่างบการเงิน,ภาระจากการรับรอง,ภาระในการส่งคืนหลักทรัพย์,ภาษีธุรกิจเฉพาะค้างจ่าย,ภาษีมูลค่าเพิ่มค้างจ่าย,ภาษีสรรพสามิตค้างจ่าย,ภาษีเงินได้ค้างจ่าย,ภาษีเงินได้นิติบุคคลค้างจ่าย,รวมส่วนของผู้ถือหุ้น,รวมส่วนของผู้ถือหุ้นของบริษัท,รวมหนี้สิน,รวมหนี้สินหมุนเวียน,รวมหนี้สินไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายการอื่น,รายได้รอการรับรู้ - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รอการรับรู้ - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รับล่วงหน้า,สำรองค่าสินไหมทดแทนและค่าสินไหมทดแทนค้างจ่าย,สำรองตามกฎหมาย,สำรองอื่น ๆ,สำรองเบี้ยประกันภัย,สำรองเผื่อหนี้สินจากคดีความฟ้องร้อง,สำรองเพื่อขยายงาน,สำรองเพื่อชำระคืนเงินกู้ยืม,สำรองเพื่อซื้อหุ้นทุนซื้อคืน,สินทรัพย์สุทธิ,สินทรัพย์สุทธิต่อหน่วย (หน่วย : บาท),ส่วนของหนี้สินระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนเกิน (ต่ำกว่า) ทุนจากการรวมธุรกิจภายใต้การควบคุมเดียวกัน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเพิ่มทุนของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากรายการในส่วนของผู้ถือหุ้นของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน,ส่วนเกิน (ต่ำกว่า) ทุนอื่น,ส่วนเกิน (ต่ำกว่า) ทุนอื่น - อื่น ๆ,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น,ส่วนเกินทุนจากการตีราคาสินทรัพย์ถาวร,ส่วนเกินทุนจากการลดทุน,ส่วนเกินทุนจากใบสำคัญแสดงสิทธิที่หมดอายุแล้ว,ส่วนแบ่งผลขาดทุนที่เกินเงินลงทุนในบริษัทร่วม และ/หรือ กิจการร่วมค้า,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,หนี้สินจากสัญญาประกันภัย,หนี้สินจ่ายคืนเมื่อทวงถาม,หนี้สินตราสารอนุพันธ์,หนี้สินตราสารอนุพันธ์หมุนเวียน,หนี้สินตราสารอนุพันธ์ไม่หมุนเวียน,หนี้สินตามสัญญาปรับโครงสร้างหนี้และฟื้นฟูกิจการ,หนี้สินตามสัญญาเช่าการเงิน,หนี้สินตามสัมปทานสิทธิ,หนี้สินทางการเงิน,หนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม,หนี้สินทางการเงินหมุนเวียนอื่น,หนี้สินทางการเงินอื่น,หนี้สินทางการเงินไม่หมุนเวียนอื่น,หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินภาษีเงินได้รอตัดบัญชี,หนี้สินระยะยาว - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินระยะยาวอื่น,หนี้สินหมุนเวียนอื่น,หนี้สินหมุนเวียนอื่น - อื่น ๆ,หนี้สินอื่น,หนี้สินและทุน,หนี้สินไม่หมุนเวียน - อื่น ๆ,หนี้สินไม่หมุนเวียนอื่น,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,หุ้นกู้และตราสารหนี้อื่น,หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นทุนซื้อคืน,หุ้นทุนรับซื้อคืน / หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นบุริมสิทธิ,หุ้นสามัญ,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,อื่น ๆ,เงินกู้ยืม,เงินกู้ยืมระยะยาว,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการที่เกี่ยวข้องกัน,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการอื่น,เงินกู้ยืมระยะยาว - สถาบันการเงิน,เงินกู้ยืมระยะสั้น,เงินกู้ยืมและเงินรับฝาก,เงินค้างจ่ายเกี่ยวกับการประกันภัยต่อ,เงินถือไว้จากการประกันภัยต่อ,เงินทดรองรับและเงินกู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างจ่าย,เงินฝากที่เป็นเงินตราต่างประเทศ,เงินฝากที่เป็นเงินบาท,เงินมัดจำ,เงินมัดจำการเช่าและบริการ,เงินรับฝาก,เงินรับล่วงหน้าค่าหุ้น,เงินรับล่วงหน้าจากลูกค้า - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินรับล่วงหน้าจากลูกค้า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินสำรองการเสี่ยงภัยที่ยังไม่สิ้นสุด,เงินเบิกเกินบัญชีและเงินกู้ยืมจากสถาบันการเงิน,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เจ้าหนี้,เจ้าหนี้การค้าและเจ้าหนี้อื่น,เจ้าหนี้ค่าที่ดินและค่าก่อสร้าง,เจ้าหนี้ค้างจ่าย,เจ้าหนี้จากการซื้อเงินลงทุน,เจ้าหนี้จากการแบ่งปันส่วนทุน,เจ้าหนี้ทรัสต์รีซีท,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,เจ้าหนี้บริษัทประกันภัยต่อ,เจ้าหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะยาวอื่นที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะสั้นอื่น - สุทธิ,เจ้าหนี้สำนักหักบัญชี,เจ้าหนี้อื่น,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย,ใบสำคัญแสดงสิทธิ สิทธิซื้อหุ้น และสิทธิในการเลือกซื้อหุ้น
LHSC,,,684.63,,,,,42.18,,,,,,,,,,"4,978.26",,,,,,,,,,,,,,,,,"1,466.15",,,,,,,6.95,,,,,,,,,"5,662.89",11.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,091.01",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,278.63,,,,,,,,47.38,,,,,,,,,,,,,47.38,,,
LUXF,,,289.08,,,,,1.43,,,,,,,,,,"1,965.00",,,,,,,,,,,,,,,,,54.18,,,,,,,,,,,,,,,,"2,254.08",11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-II,,,32.38,,,,,1.73,,,,,,,,,,"1,566.92",,,,,,,,,,,,,,,,,63.61,,,,,,,,,,,,,,,,"1,599.30",9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,
M-PAT,,,59.35,,,,,0.57,,,,,,,,,,"1,050.00",,,,,,,,,,,,,,,,,47.72,,,,,,,,,,,,,,,,"1,109.35",10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,44.62,,,,,,,,,,,,,,,,,,,,,,,,
M-STOR,,,91.13,,,,,0.37,,,,,,,,,,608.00,,,,,,,,,,,,,,,,,16.30,,,,,,,,,,,,,,,,699.13,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,14.67,,,,,,,,,,,,,,,,,,,,,,,,
MIPF,,,633.66,,,,,8.56,,,,,,,,,,"1,900.00",,,,,,,,,,,,,,,,,71.90,,,,,,,4.64,,,,,,,,,"2,533.66",13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,56.75,,,,,,,,,,,,,,,,,,,,,,,,
MIT,,,46.15,,,,,8.47,,,,,,,,,,921.38,-187.29,,,,,,,,,,,,,,,,473.93,,,,,,,,,,,,,,,,780.24,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.38,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09,,,,,,,,,,,,,26.09,,,
MJLF,,,670.63,,,,,1.82,,,,,,,,,,"3,300.00",,,,,,,,,,,,,,,,,102.42,,,,,,,,,,,,,,,,"3,970.63",12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,83.17,,,,,,,,14.88,,,,,,,,,,,,,14.88,,,
MNIT,,,21.79,,,,,6.04,,,,,,,,,,690.08,,,,,,,,,,,,,,,,,10.47,,,,,,,0.44,,,,,,,,,711.88,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,
MNIT2,,,53.18,,,,,6.27,,,,,,,,,,954.47,,,,,,,,,,,,,,,,,16.29,,,,,,,8.17,,,,,,,,,"1,007.64",10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,
MNRF,,,57.47,,,,,3.76,,,,,,,,,,"1,045.68",,,,,,,,,,,,,,,,,11.05,,,,,,,1.74,,,,,,,,,"1,103.16",10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,
MONTRI,,,3.13,,,,,2.73,,,,,,,,,,575.86,,,,,,,,,,,,,,,,,17.81,,,,,,,,,,,,,,,,578.99,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.09,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POPF,,,305.13,,305.13,,,150.36,,,,,,,,,,"5,025.84",,,,,,,,,,,,,,,,,831.98,,,,,,,23.01,,,,,,,,,"5,330.97",11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.52,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,225.10,,,,,,,,,,,,,,,,,,,,,,,,
PPF,,,167.49,,167.49,,,3.17,,,,,,,,,,"2,245.10",,,,,,,,,,,,,,,,,54.18,,,,,,,,,,,,,,,,"2,412.59",10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,50.72,,,,,,,,,,,,,,,,,,,,,,,,
QHHR,,,850.76,,,,,1.30,,,,,,,,,,"3,360.00",,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,"4,210.76",12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QHOP,,,-176.95,,,,,0.82,,,,,,,,,,"1,691.09",,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,"1,514.14",7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,
QHPF,,,"1,212.79",,,,,86.01,,,,,,,,,,"7,863.12",,,,,,,,,,,,,,,,,380.97,,,,,,,14.95,,,,,,,,,"9,075.91",11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,266.49,,,,,,,,4.03,,,,,,,,,,,,,4.03,,,
SBPF,,,-138.88,,,,,12.69,,,,,,,,,,828.00,,,,,,,,,,,,,,,,,12.69,,,,,,,,,,,,,,,,689.12,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREIT,,,-9.53,,,,,275.68,,,,,,,,,,"3,528.37",-2.73,,,,,,,,,,,,,,,,"1,865.95",,,,,,,,,,,,,,,,"3,516.11",9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,590.28",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIRIP,,,336.85,336.85,,,,6.63,,,,,,,,,,"1,700.00",,,,,,,,,,,,,,,,,42.23,,,,,,,0.67,,,,,,,,,"2,036.85",11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,34.75,,,,,,,,,,,,,,,,,,,,,,,,
SPF,,,"2,728.30",,,,,4.53,,,,,,,,,,"9,208.06",,,,,,,,,,,,,,,,,77.14,,,,,,,,,,,,,,,,"11,936.37",12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.61,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRIPANWA,,,128.04,128.04,,,,8.34,,,,,,,,,,"3,097.72",-10.05,,,,,,,,,,,,,,,,455.41,,,,,,,,,,,,,,,,"3,215.71",11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.08,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSPF,,,198.65,,,,,7.43,,,,,,,,,,"1,670.00",,,,,,,,,,,,,,,,,38.62,,,,,,,1.20,,,,,,,,,"1,868.65",11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,29.03,,,,,,,,0.04,,,,,,,,,,,,,0.04,,,
SSTPF,,,13.53,,,,,2.65,,,,,,,,,,660.82,,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,674.36,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTRT,,,1.14,,,,,4.71,,,,,,,,,,631.46,,,,,,,,,,,,,,,,,278.86,,,,,,,,,,,,,,,,632.59,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.65,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,32.50,,,,,,,,,,,,,,,,,,,,,,,,
TIF1,,,82.58,,,,,3.10,,,,,,,,,,872.10,,,,,,,,,,,,,,,,,33.23,,,,,,,,,,,,,,,,954.68,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,28.74,,,,,,,,,,,,,,,,,,,,,,,,
TLGF,,,"2,432.25",,,,,295.26,,,,,,,,,,"25,493.67",,,,,,,,,,,,,,,,,"3,401.12",,,,,,,110.54,,,,,,,,,"27,925.92",11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,591.26",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,322.39,,,,,,,,81.67,,,,,,,,,,,,,81.67,,,
TLHPF,,,105.50,,,,,1.65,,,,,,,,,,"1,720.00",,,,,,,,,,,,,,,,,93.12,,,,,,,,,,,,,,,,"1,825.50",10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,91.01,,,,,,,,,,,,,,,,,,,,,,,,
TNPF,,,-447.13,,,,,5.61,,,,,,,,,,"1,396.89",,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,949.76,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRIME,,,531.84,,,,,113.88,,,,,,,,,,"5,324.49",,,,,,,,,,,,,,,,,"2,500.43",,,,,,,46.83,,,,,,,,,"5,856.33",10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,038.26",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,266.27,,,,,,,,35.20,,,,,,,,,,,,,35.20,,,
TREIT,,,44.64,,,,,182.10,,,,,,,,,,"25,423.45",,,,,,,,,,,,,,,,,"6,493.21",,,,,,,2.28,,,,,,,,,"25,468.09",9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,547.00",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,761.83,,,,,,,,,,,,,,,,,,,,,,,,
TTLPF,,,319.85,,,,,22.06,,,,,,,,,,"1,782.00",,,,,,,,,,,,,,,,,112.89,,,,,,,9.15,,,,,,,,,"2,101.85",11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,71.90,,,,,,,,5.43,,,,,,,,,,,,,5.43,,,
TU-PF,,,-751.47,,,,,28.42,,,,,,,,,,"1,034.27",,,,,,,,,,,,,,,,,479.19,,,,,,,4.41,,,,,,,,,282.80,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.62,,,,,,,,,,,,,434.62,,,
URBNPF,,,-135.44,,,,,0.48,,,,,,,,,,524.71,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,389.26,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHABT,,,67.63,,,,,13.70,,,,,,,,,,"1,966.71",,,,,,,,,,,,,,,,,546.94,,,,,,,0.64,,,,,,,,,"2,034.34",10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.68,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,
WHART,,,172.24,,,,,169.84,,,,,,,,,,"18,927.08",,,,,,,,,,,,,,,,,"8,715.14",,,,,,,106.36,,,,,,,,,"19,099.32",9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,556.49",(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,,,,,,,882.44,,,,,,,,,,,,,,,,,,,,,,,,
BJCHI,,,"1,384.90","1,342.52",42.38,,,13.80,,400.00,,,,,,400.00,400.00,,,,13.06,,,,,,,,,,,,"4,019.50","4,019.50",211.33,194.93,16.40,,,,,,,40.00,,,,,,2.38,,,6.57,,,,,,,,"2,239.64",,,,,,,,,,,,1.26,,,,,,,,,15.14,,,1.26,,43.00,4.53,,(หน่วย: ล้านบาท),,,,,,2.38,2.38,,"2,239.64",-2.66,,,,,,,,,,,,24.67,,,,,,,,,,,,,,132.30,,,,,,,,,,13.06,,,,,
CK,,,"11,802.19","11,627.30",174.89,,,,,,,"26,481.93",,,,"1,693.90","1,693.90",,,,,,,,,,,,,,,21.49,"23,873.08","23,486.22","55,401.38","25,097.37","30,304.02",,,,,,,174.89,,,,,,,,,"3,708.62",,,,,,,,"4,869.41",,,,,386.86,,,,198.35,,,1.35,,,,,,,,,725.16,,"2,258.86","27,319.99",,"1,224.29",327.03,,(หน่วย: ล้านบาท),,,,,,,,,"4,869.41","5,120.73",,,,,836.70,,,,,,,875.77,,,,,,,,,"7,663.05",,,"8,265.39",,"4,037.67",,,,,,,,,,,,,,,
CNT,,,671.84,581.05,90.79,,,,,,,,,,,"1,102.90","1,027.90",,,,,,,291.44,,,,,,,,,"1,933.82","1,911.23","3,879.02","3,446.32",432.70,,21.13,,,,,90.79,,,,,,,,,173.89,,,,,,90.36,90.36,100.00,,,,,22.59,,,,,,,245.04,,,,,,,,,119.70,,,313.00,,60.68,,,(หน่วย: ล้านบาท),,,,,,,,,100.00,111.48,,,,,67.96,,,,,,,,,,,,,,,,715.73,,,,,"2,204.58",,,,,,,,,,,,,,,
EMC,,,"-2,672.91","-2,689.40",16.48,,,,,,,,,,68.85,"13,571.25","8,433.75",,,205.19,,,34.14,65.54,,,,,,,,,"1,502.66","1,629.42","1,412.97","1,230.82",182.14,,73.89,,,,,16.48,,,,,,,,,318.31,,,,,5.97,5.97,,"-4,211.28",,,,,-126.77,,,,,,,3.45,,,,,,,,,17.85,,18.47,8.47,,18.83,18.83,,(หน่วย: ล้านบาท),5.21,98.36,,,,,,,"-4,211.28",79.86,,,,,,5.03,,,,,205.19,93.14,,,,,,,,4.85,208.43,,,,,345.69,,,,,,,,,,,,,,,
ITD,,,33.28,-485.84,519.12,,,"1,325.51",,,,"13,723.33",,,,"6,337.92","5,279.84",,,62.48,"11,574.33",,169.71,,,,,,370.35,,,70.63,"14,772.70","13,225.81","73,056.68","44,519.25","28,537.43",,,,,,,519.12,,,,,,,,,"10,282.66",,,,,,,,"8,547.39",,,,,"1,546.89",,,,,,,780.41,,,,,,,,,708.26,445.79,806.21,"20,917.16",,"3,116.79",575.39,,(หน่วย: ล้านบาท),,107.68,,,,,,,"8,547.39",-634.71,,,,,"6,413.42",,,,,,,774.90,,,,,,,,"5,828.42","8,274.25",,,"8,491.58",,"13,146.99",,,,,698.70,,,,,62.48,,,,,
NWR,,,-77.77,-109.01,31.23,,,,,,,"1,709.05",,,,"2,585.48","2,585.48",,,,162.28,,,,,,,,,,,,"3,531.10","3,477.26","8,720.34","5,944.76","2,775.58",,,,,,,31.23,,,,,,,,,"2,087.93",,,,,,0.61,,968.94,,0.61,,94.80,53.84,,,,,,,,,,,,,,,,185.25,,,"2,067.58",,180.38,180.38,,(หน่วย: ล้านบาท),2.09,265.67,,,,,,,968.94,0.61,,,,12.62,16.65,345.91,,,,,19.69,263.59,,,,,,,,,"1,315.87",,,396.04,,"1,811.02",,,,,,,,162.28,,133.83,,,,,
PAE,,,"-2,537.27",,,,,,,,,,,,5.27,"8,051.72","2,770.89",,,11.48,69.43,,106.31,61.38,,,,,,,,,-498.57,-510.60,"1,201.72","1,032.47",169.25,,,,,,,,,,,,,,,,4.26,,,,,,,,-811.47,,,,,12.02,,,,,,,0.94,,,,,,,,,25.66,,7.85,29.44,,535.80,508.10,,(หน่วย: ล้านบาท),,,,,,,,,-811.47,67.24,,,,,,28.49,,,,,80.91,27.70,,,,,,,,,62.73,,,,,282.13,,,,,,,,,,,,,,,
PLE,,,217.29,209.89,7.40,,,,,,,444.68,,,479.26,"2,722.70","1,361.82",,,8.78,14.00,,,,,,,,,,,0.76,"2,313.96","2,313.96","6,722.09","6,147.93",574.16,,,,,,,7.40,,,,,,,,,1.55,,,,,,,,734.85,,,,,,,,,,,,2.45,,,,,,,,,127.03,,,447.13,,890.86,636.78,,(หน่วย: ล้านบาท),,,,,,,,,734.85,,,,,,,,,,,,14.00,253.33,,,,,,,,,"1,823.50",,,"1,579.55",,"1,359.21",,,,,,,,,,,,,,,
PREB,,,"1,533.10","1,496.23",36.87,,,,,,,,,,,308.68,308.68,,,,"1,005.27",,,,,,,,,,,2.35,"2,128.12","2,126.16","2,197.64","2,159.74",37.90,,,,,,,36.87,,,,,,,,,,,,,186.54,,186.54,,97.84,186.54,,,,1.96,,,,,,,,,,,,,,,,37.90,0.90,,,,236.02,23.31,,(หน่วย: ล้านบาท),,,,,,,,,97.84,186.54,,,,,,,,,,,,210.35,,,,,,,,,917.56,,,,,"1,005.27",,,,,,,,,,,,,,,
PYLON,,,234.45,196.47,37.98,,,36.60,,,,,,,,374.94,374.94,,,,8.67,,,,,,,,,,,,757.51,757.51,166.09,152.65,13.44,,,,,,,37.98,,,,,,,,,2.89,,,,,,,,153.83,,,,,,,,,,,,0.98,,,,,,,,,12.45,3.73,,0.98,,47.21,10.61,,(หน่วย: ล้านบาท),,,,,,,,,153.83,-5.70,,,,,,,,,,,,,,,,,,,,,18.99,,,,,71.18,,,,,,,,,,8.67,,,,,
